id,class
18683,12
18684,3
18685,6
18686,17
18687,20
18688,16
18689,5
18691,20
18692,15
18693,12
18694,13
18695,19
18696,7
18701,2
18703,11
18704,8
18705,13
18707,6
18708,3
18709,16
18710,18
18713,7
18715,20
18717,20
18719,2
18720,7
18722,15
18724,12
18725,14
18729,3
18731,7
18732,13
18733,13
18734,17
18736,14
18737,1
18738,17
18739,8
18740,14
18741,15
18743,16
18744,11
18745,5
18746,2
18747,13
18749,17
18750,12
18751,2
18752,9
18753,17
18754,14
18756,6
18757,7
18759,10
18760,15
18762,11
18763,3
18764,7
18765,6
18766,13
18767,18
18769,1
18770,2
18771,11
18772,20
18774,10
18775,18
18778,5
18779,2
18780,1
18781,2
18782,19
18783,18
18786,5
18787,2
18788,10
18790,14
18792,4
18795,9
18796,1
18798,8
18801,19
18802,11
18805,18
18806,14
18808,19
18809,16
18810,20
18812,12
18813,15
18814,8
18815,13
18821,19
18823,8
18825,19
18829,14
18830,12
18832,12
18834,1
18836,10
18838,18
18839,1
18840,6
18842,11
18844,8
18845,13
18847,18
18848,3
18849,4
18853,5
18854,18
18855,19
18857,12
18858,1
18863,2
18864,5
18865,20
18866,5
18867,15
18868,8
18869,10
18870,12
18871,9
18872,14
18873,8
18874,9
18875,20
18877,16
18878,3
18879,13
18880,2
18883,2
18884,12
18893,9
18894,7
18895,10
18896,10
18898,13
18899,5
18900,6
18902,4
18905,12
18906,7
18908,13
18909,17
18910,8
18912,19
18913,16
18915,10
18916,2
18917,17
18919,16
18920,18
18922,6
18923,8
18924,6
18926,17
18927,18
18930,19
18931,11
18932,18
18934,1
18935,19
18936,20
18937,14
18938,7
18939,2
18940,3
18941,19
18942,20
18943,4
18944,14
18946,18
18949,18
18950,15
18951,9
18952,3
18953,4
18955,2
18956,12
18958,11
18961,7
18963,1
18965,10
18966,7
18967,12
18969,1
18970,6
18972,7
18973,8
18974,16
18975,1
18977,17
18978,2
18981,10
18982,7
18984,7
18985,5
18987,12
18988,3
18989,17
18990,16
18992,5
18995,13
18996,14
18998,18
19003,3
19004,13
19005,6
19006,4
19007,15
19008,19
19009,3
19010,10
19011,7
19014,6
19015,15
19018,12
19019,4
19022,13
19024,3
19025,16
19026,14
19029,3
19030,4
19031,7
19032,18
19033,20
19034,4
19037,13
19038,14
19040,14
19041,12
19042,6
19044,9
19046,5
19048,9
19049,17
19051,12
19052,7
19053,15
19055,11
19056,13
19057,1
19059,11
19060,1
19061,6
19063,7
19065,17
19066,6
19068,3
19070,5
19072,19
19073,11
19075,12
19076,13
19078,9
19079,2
19080,18
19081,12
19083,19
19084,19
19085,17
19086,9
19087,1
19089,2
19090,5
19092,1
19094,12
19096,6
19098,7
19099,10
19100,15
19101,10
19102,7
19103,18
19104,14
19106,5
19107,10
19109,17
19111,15
19115,17
19116,17
19117,7
19118,5
19119,6
19120,11
19123,4
19127,10
19128,13
19129,1
19131,14
19132,11
19135,20
19137,18
19140,15
19141,16
19143,12
19144,8
19145,10
19146,9
19147,9
19148,10
19150,18
19151,8
19152,20
19154,14
19155,10
19156,2
19157,12
19159,11
19160,20
19162,12
19163,11
19164,7
19166,3
19167,9
19169,6
19170,19
19171,14
19172,12
19175,17
19176,20
19177,12
19183,9
19185,6
19186,14
19188,1
19191,14
19192,11
19193,10
19194,20
19195,12
19197,20
19198,7
19199,20
19200,18
19201,14
19203,5
19204,7
19206,1
19210,13
19211,16
19212,14
19213,18
19214,13
19215,19
19216,5
19217,12
19219,7
19220,19
19222,3
19227,6
19228,16
19229,5
19234,3
19235,5
19236,6
19237,13
19239,16
19240,2
19241,9
19243,10
19244,12
19245,11
19249,4
19252,15
19253,1
19254,8
19255,18
19256,12
19257,15
19258,20
19259,14
19260,6
19263,16
19264,20
19265,18
19267,19
19268,15
19269,7
19270,4
19271,19
19272,20
19273,14
19274,3
19275,20
19277,18
19278,9
19281,1
19282,15
19283,7
19284,4
19285,4
19286,8
19287,10
19288,2
19289,10
19290,9
19291,19
19293,17
19294,20
19297,9
19298,3
19300,11
19301,13
19302,10
19304,4
19306,8
19307,19
19308,6
19311,10
19312,3
19313,8
19316,2
19317,2
19318,19
19319,19
19321,8
19323,6
19324,20
19325,12
19326,12
19327,8
19328,7
19330,4
19331,20
19332,7
19333,20
19334,4
19335,6
19336,9
19337,4
19339,15
19340,8
19341,19
19342,12
19343,13
19344,18
19345,14
19346,20
19349,4
19351,15
19352,14
19353,5
19354,20
19355,8
19357,7
19358,3
19359,8
19360,20
19363,12
19364,15
19365,12
19366,12
19368,12
19369,8
19370,19
19371,13
19372,6
19374,1
19375,11
19377,5
19378,8
19379,2
19380,13
19381,20
19383,5
19384,11
19385,9
19387,20
19389,14
19390,5
19391,3
19392,4
19395,8
19396,20
19399,20
19401,3
19402,19
19403,2
19404,14
19405,18
19406,2
19409,6
19410,13
19411,14
19413,12
19414,11
19415,9
19416,12
19418,7
19422,3
19423,15
19424,6
19425,17
19426,4
19427,15
19431,9
19432,15
19433,13
19434,6
19435,6
19436,14
19438,10
19439,14
19440,15
19441,19
19442,10
19444,7
19445,1
19446,7
19447,11
19449,4
19450,8
19452,19
19453,10
19455,2
19456,16
19457,12
19459,8
19460,6
19462,13
19463,2
19464,11
19465,6
19466,5
19471,18
19472,3
19473,19
19474,1
19476,19
19477,8
19482,15
19483,20
19484,10
19488,18
19489,4
19490,15
19491,17
19492,14
19493,3
19494,17
19495,1
19496,1
19498,2
19507,13
19508,13
19510,14
19514,5
19515,13
19516,15
19517,4
19519,8
19521,12
19522,14
19524,18
19526,13
19527,14
19528,8
19530,1
19534,1
19536,5
19537,20
19538,8
19541,20
19542,6
19543,1
19544,5
19547,19
19548,6
19549,13
19550,5
19552,7
19553,2
19555,7
19558,17
19560,2
19561,16
19562,2
19564,3
19565,15
19566,8
19570,8
19571,16
19572,9
19574,19
19575,6
19577,7
19578,1
19579,13
19580,20
19582,18
19583,14
19586,11
19589,20
19590,12
19591,17
19592,12
19593,7
19594,16
19595,11
19596,18
19597,16
19598,20
19599,15
19602,2
19604,8
19606,15
19610,10
19611,1
19613,19
19614,15
19615,12
19616,18
19617,2
19620,1
19626,16
19627,18
19629,2
19630,20
19635,13
19636,20
19639,4
19640,11
19641,20
19642,7
19643,19
19644,3
19647,6
19649,3
19650,18
19652,17
19654,13
19656,1
19657,18
19658,20
19659,17
19660,3
19661,13
19662,6
19664,2
19665,16
19666,15
19667,15
19668,12
19670,19
19671,2
19675,2
19676,1
19677,10
19678,9
19679,6
19680,5
19685,2
19687,6
19692,3
19695,12
19697,6
19699,13
19701,8
19704,17
19705,12
19707,15
19708,17
19711,16
19713,11
19714,3
19716,11
19718,4
19719,10
19720,10
19721,9
19722,11
19724,19
19725,13
19726,3
19727,10
19728,1
19730,16
19731,1
19734,9
19735,4
19736,1
19738,9
19741,14
19743,16
19745,20
19747,16
19748,12
19749,8
19750,11
19751,18
19753,18
19754,15
19755,6
19757,10
19758,12
19761,5
19764,8
19769,13
19770,19
19771,12
19772,18
19773,9
19775,20
19776,18
19777,11
19778,8
19780,17
19781,7
19782,2
19784,17
19786,12
19788,2
19791,19
19792,20
19793,3
19795,6
19796,6
19797,20
19798,20
19799,1
19800,3
19803,1
19804,11
19807,11
19809,5
19810,8
19811,16
19813,19
19814,16
19815,16
19816,10
19817,2
19818,6
19819,6
19821,5
19822,14
19823,20
19824,9
19825,15
19826,11
19827,10
19828,9
19829,17
19830,17
19831,13
19832,7
19833,12
19835,15
19840,16
19842,1
19843,7
19844,11
19845,17
19846,11
19848,3
19849,11
19851,16
19852,1
19855,12
19856,18
19857,17
19859,1
19861,19
19862,7
19863,18
19866,7
19868,16
19869,8
19871,17
19872,2
19873,12
19874,20
19876,16
19877,16
19879,8
19880,10
19881,11
19882,17
19883,4
19885,2
19887,12
19890,15
19892,2
19893,6
19894,12
19896,18
19898,19
19901,7
19903,4
19904,13
19905,8
19906,4
19907,17
19908,18
19910,16
19911,6
19912,13
19913,13
19914,10
19915,2
19916,7
19917,13
19919,6
19922,4
19923,12
19924,12
19926,16
19927,6
19928,18
19929,11
19930,16
19931,9
19932,13
19933,5
19934,13
19935,1
19937,5
19938,15
19940,12
19943,14
19944,9
19945,11
19946,16
19947,18
19949,11
19951,13
19952,3
19953,4
19954,8
19955,19
19956,5
19957,15
19962,11
19963,12
19964,4
19966,17
19967,5
19968,12
19969,14
19970,7
19975,6
19976,10
19977,16
19978,8
19979,7
19983,15
19984,12
19985,19
19986,12
19987,6
19988,9
19989,19
19993,10
19994,15
19995,17
20000,19
20002,3
20004,7
20005,1
20007,9
20008,18
20009,2
20010,2
20011,8
20012,16
20013,15
20016,20
20020,20
20021,10
20023,15
20024,3
20026,12
20027,11
20028,20
20029,14
20030,6
20033,17
20034,13
20035,12
20038,10
20039,2
20040,6
20041,9
20042,11
20043,1
20044,13
20047,20
20048,10
20050,12
20051,15
20052,12
20053,9
20056,3
20057,16
20058,1
20059,5
20061,18
20062,1
20065,19
20066,15
20067,9
20069,2
20071,14
20072,1
20073,16
20074,6
20075,20
20076,7
20077,14
20078,20
20080,19
20084,6
20086,7
20088,12
20089,16
20090,6
20091,3
20092,9
20094,5
20096,12
20097,20
20098,13
20100,7
20101,10
20102,9
20103,11
20104,11
20106,4
20112,20
20116,14
20117,15
20121,16
20123,2
20124,7
20126,19
20129,12
20130,8
20131,11
20135,13
20137,10
20138,2
20141,18
20142,7
20143,20
20146,8
20147,1
20148,5
20150,1
20151,13
20156,1
20157,10
20159,7
20160,17
20163,16
20164,17
20165,12
20166,8
20167,3
20169,17
20170,15
20171,20
20172,19
20173,8
20175,11
20176,19
20177,6
20178,7
20179,4
20180,1
20181,9
20182,13
20184,14
20186,20
20187,17
20188,17
20192,3
20193,18
20194,5
20197,6
20199,16
20200,14
20201,18
20203,13
20204,20
20205,12
20208,17
20209,20
20210,11
20211,2
20212,14
20215,14
20217,14
20219,8
20220,13
20221,6
20222,7
20223,10
20224,19
20225,2
20227,13
20229,4
20230,8
20231,12
20232,7
20235,13
20236,16
20237,15
20238,16
20239,8
20241,19
20243,16
20244,1
20245,8
20247,19
20251,20
20255,4
20256,17
20257,7
20258,7
20260,8
20262,9
20263,4
20266,3
20267,2
20271,14
20273,16
20275,18
20277,12
20278,9
20279,9
20280,9
20281,6
20282,13
20283,7
20284,17
20287,12
20288,10
20289,6
20291,10
20295,9
20298,8
20299,18
20300,15
20301,17
20302,11
20303,7
20305,17
20306,3
20307,11
20308,14
20311,6
20312,5
20313,20
20314,11
20315,10
20317,14
20318,9
20321,18
20322,8
20325,1
20326,2
20327,4
20328,9
20330,8
20335,17
20336,10
20337,4
20338,14
20339,4
20343,20
20347,6
20349,16
20350,12
20351,5
20352,13
20354,8
20356,15
20357,12
20358,17
20359,17
20363,9
20364,1
20365,7
20367,7
20369,6
20370,6
20371,20
20373,15
20374,5
20375,19
20377,15
20378,16
20379,4
20380,3
20381,12
20382,3
20383,8
20384,8
20385,1
20386,15
20387,5
20388,4
20390,9
20391,18
20392,6
20393,10
20394,15
20395,13
20397,14
20398,15
20400,16
20401,5
20403,6
20404,7
20405,5
20406,5
20407,12
20408,18
20410,6
20412,16
20413,9
20414,17
20415,11
20416,4
20418,15
20419,9
20420,2
20422,18
20424,5
20425,19
20429,13
20430,20
20431,10
20432,2
20433,10
20434,6
20435,19
20436,17
20437,5
20439,16
20440,17
20441,16
20442,15
20453,16
20455,19
20456,19
20457,9
20458,19
20460,17
20462,20
20467,13
20468,19
20469,17
20471,9
20473,3
20474,8
20475,14
20477,20
20479,19
20480,9
20482,9
20483,2
20484,9
20485,1
20487,1
20488,19
20489,6
20490,18
20492,4
20493,12
20494,9
20495,20
20497,19
20498,10
20500,20
20501,14
20502,19
20503,20
20504,13
20505,8
20506,19
20507,18
20508,11
20511,15
20512,12
20513,18
20515,7
20517,3
20521,14
20525,5
20526,9
20527,2
20529,17
20530,18
20532,5
20534,17
20535,7
20536,10
20537,3
20538,15
20539,1
20540,7
20541,17
20542,15
20543,17
20544,2
20546,19
20547,19
20549,19
20552,18
20553,8
20555,16
20557,9
20558,4
20559,5
20560,17
20562,4
20563,15
20564,4
20565,19
20566,4
20568,20
20569,14
20571,5
20572,1
20573,17
20574,16
20576,18
20578,3
20580,8
20581,3
20582,20
20583,20
20584,9
20586,2
20588,20
20591,6
20592,20
20593,16
20597,16
20598,6
20599,3
20600,10
20604,16
20605,6
20607,17
20610,10
20611,17
20612,2
20613,10
20619,17
20622,13
20625,3
20626,8
20631,14
20632,5
20635,7
20636,8
20638,6
20639,5
20642,15
20644,7
20647,6
20648,1
20649,3
20650,15
20651,13
20652,5
20658,20
20659,2
20660,11
20661,17
20663,20
20664,20
20666,15
20668,3
20671,8
20674,15
20675,12
20676,2
20677,18
20679,12
20680,10
20681,13
20682,6
20683,20
20684,7
20685,16
20686,16
20689,10
20690,20
20692,3
20694,9
20695,9
20696,12
20697,10
20698,15
20700,3
20702,16
20703,5
20704,6
20710,13
20712,10
20713,12
20716,10
20717,9
20718,9
20719,20
20721,6
20724,7
20726,11
20727,15
20728,11
20729,1
20730,15
20732,11
20733,9
20734,5
20735,17
20736,8
20737,9
20738,1
20740,13
20743,17
20744,1
20745,4
20746,14
20747,17
20748,20
20749,1
20750,13
20752,2
20753,14
20754,11
20755,12
20756,8
20757,15
20758,16
20759,14
20760,9
20761,13
20764,4
20766,2
20768,13
20769,11
20770,4
20772,6
20773,15
20774,4
20775,12
20776,7
20777,13
20779,5
20780,1
20781,16
20782,6
20785,19
20786,18
20788,12
20790,14
20791,14
20793,11
20794,5
20795,16
20796,20
20798,6
20799,4
20800,10
20804,10
20805,14
20806,13
20807,13
20808,16
20809,7
20811,10
20813,4
20814,16
20815,12
20817,10
20818,5
20819,19
20820,9
20821,12
20823,6
20824,20
20825,14
20828,9
20830,18
20832,14
20833,14
20834,9
20835,5
20836,17
20837,20
20838,4
20839,13
20840,12
20842,13
20843,17
20844,18
20846,5
20847,20
20849,13
20850,18
20851,13
20852,1
20854,8
20856,8
20858,9
20859,5
20860,7
20863,4
20867,15
20869,9
20871,14
20874,20
20875,18
20876,19
20877,9
20879,3
20881,3
20882,4
20883,11
20884,17
20885,11
20890,6
20892,16
20894,10
20895,1
20896,19
20897,14
20900,3
20902,18
20903,9
20904,15
20905,14
20909,17
20910,13
20912,6
20913,20
20917,15
20918,13
20920,17
20921,11
20923,20
20925,12
20926,11
20927,7
20929,2
20930,19
20931,17
20932,3
20933,9
20935,17
20936,16
20937,8
20938,5
20939,7
20940,17
20941,4
20942,7
20944,18
20945,18
20947,16
20948,4
20949,10
20955,17
20956,9
20957,15
20958,17
20959,10
20960,20
20961,5
20962,8
20963,7
20964,16
20965,7
20967,6
20969,5
20970,15
20971,10
20974,1
20976,16
20977,14
20978,5
20979,15
20980,9
20982,2
20984,6
20986,16
20987,11
20994,16
20995,14
21001,8
21003,12
21004,9
21005,19
21006,2
21007,5
21008,5
21009,18
21011,2
21012,13
21014,10
21015,3
21016,8
21020,10
21021,16
21022,16
21024,17
21025,4
21026,4
21027,14
21028,8
21029,2
21030,8
21031,14
21032,17
21033,9
21034,11
21036,20
21037,15
21039,18
21040,2
21041,16
21042,15
21043,6
21044,13
21045,4
21046,19
21048,14
21049,15
21050,2
21051,18
21052,2
21053,4
21054,20
21056,2
21057,15
21058,14
21059,20
21060,17
21062,4
21064,2
21065,7
21066,10
21067,7
21069,3
21070,13
21071,11
21072,2
21074,17
21075,5
21076,15
21077,5
21082,5
21083,3
21084,19
21085,9
21086,15
21087,11
21088,5
21089,20
21090,5
21091,8
21092,4
21093,6
21094,13
21095,6
21099,15
21100,18
21101,14
21102,5
21105,14
21107,10
21108,1
21110,9
21112,16
21113,12
21115,2
21116,7
21117,9
21118,5
21119,17
21121,9
21124,6
21129,16
21131,13
21135,10
21136,4
21141,7
21142,4
21143,17
21144,15
21146,15
21149,15
21150,17
21152,1
21155,8
21157,12
21158,11
21159,18
21160,2
21161,14
21162,5
21164,12
21167,7
21169,16
21170,1
21171,13
21172,16
21173,3
21174,20
21175,2
21176,20
21177,13
21179,16
21181,15
21182,11
21183,15
21184,4
21185,15
21186,16
21187,7
21194,2
21195,4
21197,8
21198,15
21199,14
21200,7
21201,2
21205,5
21206,7
21207,17
21208,19
21216,14
21217,6
21218,2
21219,7
21220,3
21225,3
21227,4
21228,14
21229,4
21230,11
21231,14
21233,4
21235,1
21237,14
21239,10
21240,13
21242,12
21243,3
21244,11
21245,10
21246,20
21247,7
21248,19
21249,20
21250,10
21251,20
21253,1
21254,20
21256,12
21258,5
21260,13
21261,9
21262,14
21266,5
21270,11
21271,18
21272,4
21274,17
21275,19
21276,18
21277,7
21278,7
21280,16
21281,17
21282,5
21283,4
21284,16
21285,19
21286,13
21287,9
21289,18
21290,3
21291,12
21292,6
21293,13
21294,19
21295,3
21296,18
21298,19
21299,17
21301,8
21303,6
21305,1
21306,20
21307,4
21309,17
21310,1
21311,18
21313,4
21316,10
21318,14
21320,8
21322,19
21324,10
21325,17
21326,17
21327,14
21328,14
21330,17
21332,18
21334,18
21335,18
21337,8
21339,14
21341,19
21343,6
21344,9
21348,19
21349,9
21350,15
21351,8
21352,12
21353,17
21355,8
21356,13
21357,13
21358,13
21359,4
21360,10
21363,16
21364,2
21367,7
21370,18
21372,3
21373,2
21374,1
21375,10
21376,7
21378,12
21380,17
21381,12
21382,7
21383,2
21387,4
21388,16
21389,3
21390,11
21391,3
21392,16
21394,14
21395,7
21396,2
21399,19
21400,2
21401,7
21402,17
21403,2
21406,6
21407,8
21408,9
21411,7
21412,18
21414,13
21415,10
21416,19
21417,1
21418,18
21419,18
21420,1
21421,3
21423,8
21425,19
21431,10
21433,3
21434,14
21435,9
21436,7
21437,2
21438,14
21440,8
21442,15
21443,12
21444,6
21445,6
21446,8
21448,3
21450,17
21452,17
21455,1
21456,11
21458,6
21460,2
21461,11
21462,16
21463,11
21464,1
21466,10
21467,7
21468,5
21469,15
21471,10
21473,9
21475,13
21476,13
21478,11
21479,9
21480,18
21481,16
21482,9
21483,8
21485,9
21486,18
21488,3
21490,2
21492,8
21493,18
21494,10
21495,3
21497,13
21498,6
21499,10
21500,17
21501,19
21503,9
21504,14
21506,17
21507,10
21508,11
21510,18
21511,6
21512,13
21513,9
21516,18
21517,5
21518,17
21519,13
21520,4
21523,8
21526,7
21527,5
21528,1
21529,9
21531,16
21532,3
21534,7
21535,20
21536,18
21537,10
21539,16
21540,15
21541,6
21543,12
21544,10
21545,9
21549,8
21550,2
21551,16
21553,13
21555,3
21556,4
21557,14
21558,20
21559,6
21560,5
21561,2
21562,19
21563,15
21566,13
21567,16
21568,5
21570,3
21572,14
21573,20
21574,16
21575,20
21576,8
21578,15
21579,8
21580,14
21581,13
21582,1
21584,2
21586,1
21587,2
21588,11
21589,19
21590,11
21596,7
21597,16
21598,4
21599,4
21600,13
21601,20
21604,13
21608,13
21609,18
21611,11
21612,4
21613,11
21615,7
21616,1
21617,16
21618,15
21619,20
21622,13
21624,10
21628,15
21629,14
21631,16
21632,18
21633,5
21635,3
21638,7
21640,1
21643,14
21645,2
21647,19
21648,13
21649,5
21650,16
21651,2
21652,18
21653,1
21654,19
21655,16
21656,8
21657,18
21658,7
21659,2
21660,10
21662,6
21663,18
21664,4
21667,5
21669,7
21670,1
21671,20
21672,16
21673,5
21674,8
21676,2
21677,1
21680,20
21681,1
21683,3
21684,3
21685,9
21686,20
21689,17
21690,6
21692,5
21693,12
21694,19
21699,18
21701,10
21702,8
21703,7
21704,19
21705,15
21706,7
21708,17
21709,6
21710,2
21711,16
21712,15
21713,2
21714,8
21715,12
21716,11
21719,13
21725,5
21726,16
21728,11
21729,8
21731,10
21732,10
21733,19
21734,16
21739,1
21740,9
21741,4
21743,20
21745,5
21746,6
21748,8
21750,6
21751,15
21752,15
21758,15
21761,9
21762,19
21763,14
21768,2
21770,9
21772,9
21773,20
21776,8
21779,5
21782,11
21783,10
21785,18
21786,2
21787,18
21788,18
21789,8
21790,6
21792,13
21794,13
21795,18
21797,18
21798,19
21799,17
21800,11
21802,3
21804,7
21805,1
21807,7
21808,17
21810,3
21812,18
21814,14
21818,3
21820,4
21821,2
21823,8
21825,5
21828,17
21829,5
21831,5
21832,13
21837,8
21838,18
21839,20
21841,19
21842,19
21844,19
21846,14
21848,3
21849,3
21853,4
21856,14
21860,16
21861,14
21862,18
21863,18
21865,3
21866,18
21867,17
21868,19
21870,20
21871,3
21872,5
21877,7
21878,5
21879,12
21880,15
21882,11
21885,13
21886,2
21888,10
21889,7
21890,10
21892,11
21893,4
21894,3
21895,5
21896,9
21898,3
21899,13
21900,13
21902,1
21903,1
21904,19
21905,13
21907,16
21908,20
21909,5
21910,10
21914,14
21915,9
21917,6
21918,18
21919,2
21920,5
21921,13
21923,1
21924,5
21926,16
21927,17
21929,18
21930,8
21932,10
21933,6
21934,16
21935,18
21936,17
21937,14
21940,10
21943,4
21944,11
21946,15
21947,5
21949,17
21950,5
21951,10
21952,13
21953,18
21955,8
21956,13
21957,6
21958,18
21960,20
21962,17
21963,16
21965,10
21966,3
21967,5
21968,8
21970,20
21971,12
21972,10
21973,16
21974,19
21975,17
21976,20
21977,2
21978,5
21980,14
21982,18
21987,3
21988,1
21991,19
21992,14
21995,11
21996,20
21997,19
22001,18
22003,7
22004,11
22007,8
22008,4
22009,5
22013,8
22014,18
22016,9
22017,10
22019,10
22020,5
22021,5
22022,8
22023,4
22024,2
22025,8
22027,19
22028,20
22029,14
22030,12
22031,4
22032,13
22034,9
22035,7
22038,19
22039,12
22042,15
22044,6
22046,15
22052,14
22053,5
22054,3
22056,18
22058,11
22059,16
22060,3
22063,8
22064,11
22065,16
22066,10
22070,16
22071,10
22073,7
22074,20
22075,7
22078,4
22081,10
22084,12
22085,19
22087,7
22088,1
22091,20
22092,4
22093,16
22094,13
22095,16
22096,7
22097,8
22099,10
22101,11
22104,2
22105,8
22106,10
22109,2
22110,9
22112,5
22113,13
22115,5
22116,8
22121,19
22123,6
22124,9
22126,12
22127,18
22129,9
22130,7
22133,17
22134,12
22136,16
22137,17
22140,10
22141,14
22143,14
22145,6
22146,4
22148,4
22150,13
22152,18
22154,7
22155,12
22156,4
22157,11
22158,12
22159,14
22162,9
22163,5
22164,10
22165,6
22168,5
22170,18
22171,14
22172,12
22173,9
22174,14
22176,4
22177,7
22179,8
22183,10
22184,6
22185,20
22187,5
22191,7
22192,10
22193,15
22194,16
22197,13
22198,3
22199,19
22200,11
22202,9
22203,15
22204,15
22206,11
22208,18
22210,1
22211,13
22212,6
22214,20
22216,7
22219,7
22220,14
22221,11
22222,3
22226,5
22227,2
22230,7
22231,10
22232,20
22236,9
22237,3
22238,12
22240,9
22241,13
22242,9
22243,14
22244,11
22245,13
22248,19
22249,6
22250,19
22251,1
22252,11
22253,5
22254,5
22257,11
22258,2
22259,16
22263,1
22264,3
22265,20
22266,17
22267,1
22268,10
22269,19
22272,5
22273,14
22274,12
22275,7
22279,5
22281,14
22283,11
22284,20
22286,17
22288,7
22290,4
22291,15
22292,6
22293,8
22294,20
22295,1
22296,18
22297,12
22298,7
22300,3
22301,7
22302,20
22303,15
22304,19
22305,15
22306,19
22307,20
22308,17
22309,19
22312,16
22313,20
22314,7
22316,6
22319,8
22320,14
22321,18
22322,17
22324,2
22325,14
22326,8
22329,15
22331,10
22332,4
22333,15
22334,17
22335,6
22336,20
22338,16
22339,2
22340,9
22342,19
22343,2
22344,3
22345,5
22346,5
22347,19
22349,12
22352,15
22360,20
22361,3
22362,5
22363,17
22364,14
22365,17
22366,18
22368,12
22369,11
22370,10
22371,19
22373,12
22375,16
22376,6
22378,16
22379,2
22381,14
22383,13
22386,11
22389,9
22390,14
22391,13
22392,5
22393,3
22394,20
22396,17
22397,14
22399,11
22402,6
22404,13
22406,4
22407,7
22409,10
22410,12
22411,13
22412,4
22413,3
22414,15
22415,2
22416,2
22417,14
22419,11
22420,14
22421,19
22423,20
22425,9
22426,9
22428,5
22429,7
22432,3
22436,8
22437,11
22438,4
22439,2
22440,20
22441,19
22442,3
22443,19
22444,11
22445,13
22447,12
22448,17
22449,17
22454,17
22455,9
22456,14
22457,1
22459,3
22460,10
22462,14
22464,7
22466,5
22471,9
22472,3
22473,8
22474,4
22475,4
22476,6
22477,6
22480,18
22482,16
22483,17
22484,3
22485,12
22487,12
22488,7
22489,16
22490,8
22491,10
22493,11
22494,18
22497,16
22498,6
22503,13
22504,12
22506,7
22507,2
22508,15
22511,17
22512,3
22513,7
22514,20
22515,17
22516,11
22517,16
22518,20
22519,20
22520,16
22521,17
22523,16
22525,10
22526,3
22527,8
22529,18
22531,2
22532,5
22533,13
22535,7
22539,9
22540,14
22541,16
22542,17
22543,3
22544,17
22545,14
22549,5
22550,19
22551,11
22553,7
22555,1
22558,11
22561,11
22563,19
22564,5
22565,19
22571,6
22572,14
22573,3
22574,6
22575,20
22576,12
22577,7
22580,11
22582,8
22583,20
22586,20
22587,9
22589,1
22590,6
22593,16
22595,16
22596,18
22599,13
22600,8
22601,18
22602,9
22604,9
22606,8
22609,12
22610,11
22611,10
22612,12
22614,20
22615,4
22616,8
22617,2
22620,1
22621,17
22622,1
22623,15
22626,14
22627,8
22628,8
22630,16
22632,11
22634,19
22636,19
22637,15
22639,2
22644,14
22645,7
22646,14
22647,20
22649,12
22650,20
22651,15
22653,19
22654,2
22655,1
22656,3
22657,10
22658,6
22661,2
22663,18
22664,15
22668,8
22670,12
22671,13
22674,20
22676,4
22677,4
22678,3
22679,3
22680,19
22682,11
22683,18
22684,5
22686,2
22687,7
22689,5
22691,5
22692,1
22694,19
22695,14
22697,7
22699,15
22700,11
22702,2
22703,16
22704,2
22705,10
22706,14
22708,11
22710,7
22711,8
22712,11
22714,2
22715,17
22716,1
22718,3
22720,5
22722,17
22724,14
22725,19
22726,13
22727,5
22730,2
22731,4
22733,6
22735,4
22736,1
22737,2
22738,15
22739,1
22740,5
22743,11
22745,20
22747,17
22748,7
22749,8
22753,5
22755,17
22756,11
22757,6
22758,13
22759,20
22762,11
22763,6
22770,14
22771,10
22772,7
22773,17
22774,17
22776,16
22778,8
22781,10
22783,2
22784,19
22787,5
22789,3
22791,9
22792,5
22794,10
22796,20
22797,15
22798,4
22799,13
22801,20
22802,5
22804,6
22806,10
22807,20
22808,20
22809,11
22811,1
22813,1
22814,4
22817,2
22819,1
22820,11
22823,4
22825,6
22827,8
22828,10
22829,16
22831,11
22832,2
22834,10
22835,2
22836,3
22838,7
22843,3
22844,12
22845,15
22846,18
22849,4
22850,3
22851,19
22852,4
22854,18
22855,9
22856,8
22857,20
22859,8
22860,2
22861,12
22862,17
22865,19
22866,4
22867,2
22869,17
22870,3
22875,6
22876,9
22877,5
22878,4
22879,12
22880,7
22881,3
22884,17
22885,4
22886,14
22887,13
22888,10
22891,16
22892,15
22893,13
22895,10
22896,20
22897,14
22899,7
22900,1
22901,11
22904,20
22905,14
22906,18
22907,7
22909,9
22910,3
22911,3
22913,11
22915,7
22917,14
22920,9
22924,6
22927,12
22928,11
22929,20
22932,7
22934,1
22935,13
22936,16
22937,5
22938,7
22940,1
22944,16
22946,1
22947,3
22949,10
22951,15
22952,16
22953,4
22954,18
22955,4
22956,14
22957,9
22960,13
22961,14
22963,9
22964,17
22967,7
22968,20
22970,4
22973,11
22974,10
22978,17
22980,13
22984,14
22989,1
22990,13
22991,13
22994,13
22996,15
22998,15
22999,8
23001,4
23002,12
23003,1
23004,4
23005,10
23006,10
23007,10
23009,17
23010,18
23011,9
23013,18
23014,5
23016,7
23017,6
23018,16
23019,11
23020,12
23021,16
23022,8
23023,1
23024,2
23027,4
23028,19
23029,15
23030,11
23033,9
23035,3
23039,18
23040,5
23041,8
23042,14
23043,18
23044,5
23046,15
23047,18
23048,20
23050,20
